[Epoch:   0/100] Training Loss: 0.174, Testing Loss: 0.174, Training Acc: 0.510, Testing Acc: 0.519
[Epoch:  33/100] Training Loss: 0.009, Testing Loss: 0.361, Training Acc: 0.994, Testing Acc: 0.667
[Epoch:  34/100] Training Loss: 0.009, Testing Loss: 0.393, Training Acc: 0.993, Testing Acc: 0.654
[Epoch:  35/100] Training Loss: 0.008, Testing Loss: 0.379, Training Acc: 0.996, Testing Acc: 0.661
[Epoch:  36/100] Training Loss: 0.008, Testing Loss: 0.359, Training Acc: 0.993, Testing Acc: 0.678
[Epoch:  37/100] Training Loss: 0.007, Testing Loss: 0.386, Training Acc: 0.995, Testing Acc: 0.668
[Epoch:  38/100] Training Loss: 0.005, Testing Loss: 0.399, Training Acc: 0.997, Testing Acc: 0.669
[Epoch:  39/100] Training Loss: 0.006, Testing Loss: 0.432, Training Acc: 0.996, Testing Acc: 0.679
[Epoch:  40/100] Training Loss: 0.003, Testing Loss: 0.458, Training Acc: 0.999, Testing Acc: 0.668
[Epoch:  41/100] Training Loss: 0.001, Testing Loss: 0.479, Training Acc: 1.000, Testing Acc: 0.665
[Epoch:  42/100] Training Loss: 0.001, Testing Loss: 0.503, Training Acc: 1.000, Testing Acc: 0.673
[Epoch:  43/100] Training Loss: 0.001, Testing Loss: 0.521, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  44/100] Training Loss: 0.001, Testing Loss: 0.535, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  45/100] Training Loss: 0.001, Testing Loss: 0.549, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  46/100] Training Loss: 0.001, Testing Loss: 0.558, Training Acc: 1.000, Testing Acc: 0.676
[Epoch:  47/100] Training Loss: 0.001, Testing Loss: 0.570, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  48/100] Training Loss: 0.001, Testing Loss: 0.577, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  49/100] Training Loss: 0.000, Testing Loss: 0.586, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  50/100] Training Loss: 0.000, Testing Loss: 0.597, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  51/100] Training Loss: 0.000, Testing Loss: 0.605, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  52/100] Training Loss: 0.000, Testing Loss: 0.614, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  53/100] Training Loss: 0.000, Testing Loss: 0.621, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  54/100] Training Loss: 0.000, Testing Loss: 0.627, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  55/100] Training Loss: 0.000, Testing Loss: 0.635, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  56/100] Training Loss: 0.000, Testing Loss: 0.639, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  57/100] Training Loss: 0.000, Testing Loss: 0.647, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  58/100] Training Loss: 0.000, Testing Loss: 0.653, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  59/100] Training Loss: 0.000, Testing Loss: 0.657, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  60/100] Training Loss: 0.000, Testing Loss: 0.661, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  61/100] Training Loss: 0.000, Testing Loss: 0.666, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  62/100] Training Loss: 0.000, Testing Loss: 0.673, Training Acc: 1.000, Testing Acc: 0.682
[Epoch:  63/100] Training Loss: 0.000, Testing Loss: 0.676, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  64/100] Training Loss: 0.000, Testing Loss: 0.682, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  65/100] Training Loss: 0.000, Testing Loss: 0.686, Training Acc: 1.000, Testing Acc: 0.676
[Epoch:  66/100] Training Loss: 0.000, Testing Loss: 0.691, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  67/100] Training Loss: 0.000, Testing Loss: 0.698, Training Acc: 1.000, Testing Acc: 0.676
[Epoch:  68/100] Training Loss: 0.000, Testing Loss: 0.699, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  69/100] Training Loss: 0.000, Testing Loss: 0.703, Training Acc: 1.000, Testing Acc: 0.676
[Epoch:  70/100] Training Loss: 0.000, Testing Loss: 0.707, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  71/100] Training Loss: 0.000, Testing Loss: 0.713, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  72/100] Training Loss: 0.000, Testing Loss: 0.717, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  73/100] Training Loss: 0.000, Testing Loss: 0.721, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  74/100] Training Loss: 0.000, Testing Loss: 0.724, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  75/100] Training Loss: 0.000, Testing Loss: 0.728, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  76/100] Training Loss: 0.000, Testing Loss: 0.732, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  77/100] Training Loss: 0.000, Testing Loss: 0.737, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  78/100] Training Loss: 0.000, Testing Loss: 0.739, Training Acc: 1.000, Testing Acc: 0.676
[Epoch:  79/100] Training Loss: 0.000, Testing Loss: 0.741, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  80/100] Training Loss: 0.000, Testing Loss: 0.746, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  81/100] Training Loss: 0.000, Testing Loss: 0.749, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  82/100] Training Loss: 0.000, Testing Loss: 0.751, Training Acc: 1.000, Testing Acc: 0.673
[Epoch:  83/100] Training Loss: 0.000, Testing Loss: 0.754, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  84/100] Training Loss: 0.000, Testing Loss: 0.757, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  85/100] Training Loss: 0.000, Testing Loss: 0.760, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  86/100] Training Loss: 0.000, Testing Loss: 0.764, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  87/100] Training Loss: 0.000, Testing Loss: 0.767, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  88/100] Training Loss: 0.000, Testing Loss: 0.769, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  89/100] Training Loss: 0.000, Testing Loss: 0.772, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  90/100] Training Loss: 0.000, Testing Loss: 0.776, Training Acc: 1.000, Testing Acc: 0.671
[Epoch:  91/100] Training Loss: 0.000, Testing Loss: 0.779, Training Acc: 1.000, Testing Acc: 0.672
[Epoch:  92/100] Training Loss: 0.000, Testing Loss: 0.780, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  93/100] Training Loss: 0.000, Testing Loss: 0.783, Training Acc: 1.000, Testing Acc: 0.672
[Epoch:  94/100] Training Loss: 0.000, Testing Loss: 0.786, Training Acc: 1.000, Testing Acc: 0.672
[Epoch:  95/100] Training Loss: 0.000, Testing Loss: 0.787, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  96/100] Training Loss: 0.000, Testing Loss: 0.791, Training Acc: 1.000, Testing Acc: 0.672
[Epoch:  97/100] Training Loss: 0.000, Testing Loss: 0.793, Training Acc: 1.000, Testing Acc: 0.671
[Epoch:  98/100] Training Loss: 0.000, Testing Loss: 0.796, Training Acc: 1.000, Testing Acc: 0.671
[Epoch:  99/100] Training Loss: 0.000, Testing Loss: 0.798, Training Acc: 1.000, Testing Acc: 0.672
