Num of words:  18344
[Epoch:  16/100] Training Loss: 0.117, Testing Loss: 0.161, Training Acc: 0.778, Testing Acc: 0.667
[Epoch:  17/100] Training Loss: 0.108, Testing Loss: 0.175, Training Acc: 0.801, Testing Acc: 0.646
[Epoch:  18/100] Training Loss: 0.100, Testing Loss: 0.173, Training Acc: 0.820, Testing Acc: 0.653
[Epoch:  19/100] Training Loss: 0.091, Testing Loss: 0.169, Training Acc: 0.840, Testing Acc: 0.665
[Epoch:  20/100] Training Loss: 0.083, Testing Loss: 0.177, Training Acc: 0.858, Testing Acc: 0.666
[Epoch:  21/100] Training Loss: 0.074, Testing Loss: 0.182, Training Acc: 0.874, Testing Acc: 0.673
[Epoch:  22/100] Training Loss: 0.066, Testing Loss: 0.202, Training Acc: 0.891, Testing Acc: 0.678
[Epoch:  23/100] Training Loss: 0.057, Testing Loss: 0.220, Training Acc: 0.909, Testing Acc: 0.662
[Epoch:  24/100] Training Loss: 0.050, Testing Loss: 0.226, Training Acc: 0.925, Testing Acc: 0.676
[Epoch:  25/100] Training Loss: 0.044, Testing Loss: 0.240, Training Acc: 0.938, Testing Acc: 0.659
[Epoch:  26/100] Training Loss: 0.037, Testing Loss: 0.258, Training Acc: 0.947, Testing Acc: 0.657
[Epoch:  27/100] Training Loss: 0.030, Testing Loss: 0.273, Training Acc: 0.962, Testing Acc: 0.649
[Epoch:  28/100] Training Loss: 0.026, Testing Loss: 0.274, Training Acc: 0.971, Testing Acc: 0.656
[Epoch:  29/100] Training Loss: 0.022, Testing Loss: 0.296, Training Acc: 0.973, Testing Acc: 0.667
[Epoch:  30/100] Training Loss: 0.018, Testing Loss: 0.321, Training Acc: 0.981, Testing Acc: 0.672
[Epoch:  31/100] Training Loss: 0.015, Testing Loss: 0.358, Training Acc: 0.985, Testing Acc: 0.673
[Epoch:  32/100] Training Loss: 0.013, Testing Loss: 0.355, Training Acc: 0.988, Testing Acc: 0.654
[Epoch:  33/100] Training Loss: 0.009, Testing Loss: 0.361, Training Acc: 0.994, Testing Acc: 0.667
[Epoch:  34/100] Training Loss: 0.009, Testing Loss: 0.393, Training Acc: 0.993, Testing Acc: 0.654
[Epoch:  35/100] Training Loss: 0.008, Testing Loss: 0.379, Training Acc: 0.996, Testing Acc: 0.661
[Epoch:  36/100] Training Loss: 0.008, Testing Loss: 0.359, Training Acc: 0.993, Testing Acc: 0.678
[Epoch:  37/100] Training Loss: 0.007, Testing Loss: 0.386, Training Acc: 0.995, Testing Acc: 0.668
[Epoch:  38/100] Training Loss: 0.005, Testing Loss: 0.399, Training Acc: 0.997, Testing Acc: 0.669
[Epoch:  39/100] Training Loss: 0.006, Testing Loss: 0.432, Training Acc: 0.996, Testing Acc: 0.679
[Epoch:  40/100] Training Loss: 0.003, Testing Loss: 0.458, Training Acc: 0.999, Testing Acc: 0.668
[Epoch:  41/100] Training Loss: 0.001, Testing Loss: 0.479, Training Acc: 1.000, Testing Acc: 0.665
[Epoch:  42/100] Training Loss: 0.001, Testing Loss: 0.503, Training Acc: 1.000, Testing Acc: 0.673
[Epoch:  43/100] Training Loss: 0.001, Testing Loss: 0.521, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  44/100] Training Loss: 0.001, Testing Loss: 0.535, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  45/100] Training Loss: 0.001, Testing Loss: 0.549, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  46/100] Training Loss: 0.001, Testing Loss: 0.558, Training Acc: 1.000, Testing Acc: 0.676
[Epoch:  47/100] Training Loss: 0.001, Testing Loss: 0.570, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  48/100] Training Loss: 0.001, Testing Loss: 0.577, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  49/100] Training Loss: 0.000, Testing Loss: 0.586, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  50/100] Training Loss: 0.000, Testing Loss: 0.597, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  51/100] Training Loss: 0.000, Testing Loss: 0.605, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  52/100] Training Loss: 0.000, Testing Loss: 0.614, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  53/100] Training Loss: 0.000, Testing Loss: 0.621, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  54/100] Training Loss: 0.000, Testing Loss: 0.627, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  55/100] Training Loss: 0.000, Testing Loss: 0.635, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  56/100] Training Loss: 0.000, Testing Loss: 0.639, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  57/100] Training Loss: 0.000, Testing Loss: 0.647, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  58/100] Training Loss: 0.000, Testing Loss: 0.653, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  59/100] Training Loss: 0.000, Testing Loss: 0.657, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  60/100] Training Loss: 0.000, Testing Loss: 0.661, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  61/100] Training Loss: 0.000, Testing Loss: 0.666, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  62/100] Training Loss: 0.000, Testing Loss: 0.673, Training Acc: 1.000, Testing Acc: 0.682
[Epoch:  63/100] Training Loss: 0.000, Testing Loss: 0.676, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  64/100] Training Loss: 0.000, Testing Loss: 0.682, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  65/100] Training Loss: 0.000, Testing Loss: 0.686, Training Acc: 1.000, Testing Acc: 0.676
[Epoch:  66/100] Training Loss: 0.000, Testing Loss: 0.691, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  67/100] Training Loss: 0.000, Testing Loss: 0.698, Training Acc: 1.000, Testing Acc: 0.676
[Epoch:  68/100] Training Loss: 0.000, Testing Loss: 0.699, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  69/100] Training Loss: 0.000, Testing Loss: 0.703, Training Acc: 1.000, Testing Acc: 0.676
[Epoch:  70/100] Training Loss: 0.000, Testing Loss: 0.707, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  71/100] Training Loss: 0.000, Testing Loss: 0.713, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  72/100] Training Loss: 0.000, Testing Loss: 0.717, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  73/100] Training Loss: 0.000, Testing Loss: 0.721, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  74/100] Training Loss: 0.000, Testing Loss: 0.724, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  75/100] Training Loss: 0.000, Testing Loss: 0.728, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  76/100] Training Loss: 0.000, Testing Loss: 0.732, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  77/100] Training Loss: 0.000, Testing Loss: 0.737, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  78/100] Training Loss: 0.000, Testing Loss: 0.739, Training Acc: 1.000, Testing Acc: 0.676
[Epoch:  79/100] Training Loss: 0.000, Testing Loss: 0.741, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  80/100] Training Loss: 0.000, Testing Loss: 0.746, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  81/100] Training Loss: 0.000, Testing Loss: 0.749, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  82/100] Training Loss: 0.000, Testing Loss: 0.751, Training Acc: 1.000, Testing Acc: 0.673
[Epoch:  83/100] Training Loss: 0.000, Testing Loss: 0.754, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  84/100] Training Loss: 0.000, Testing Loss: 0.757, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  85/100] Training Loss: 0.000, Testing Loss: 0.760, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  86/100] Training Loss: 0.000, Testing Loss: 0.764, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  87/100] Training Loss: 0.000, Testing Loss: 0.767, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  88/100] Training Loss: 0.000, Testing Loss: 0.769, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  89/100] Training Loss: 0.000, Testing Loss: 0.772, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  90/100] Training Loss: 0.000, Testing Loss: 0.776, Training Acc: 1.000, Testing Acc: 0.671
[Epoch:  91/100] Training Loss: 0.000, Testing Loss: 0.779, Training Acc: 1.000, Testing Acc: 0.672
[Epoch:  92/100] Training Loss: 0.000, Testing Loss: 0.780, Training Acc: 1.000, Testing Acc: 0.674
[Epoch:  93/100] Training Loss: 0.000, Testing Loss: 0.783, Training Acc: 1.000, Testing Acc: 0.672
[Epoch:  94/100] Training Loss: 0.000, Testing Loss: 0.786, Training Acc: 1.000, Testing Acc: 0.672
[Epoch:  95/100] Training Loss: 0.000, Testing Loss: 0.787, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  96/100] Training Loss: 0.000, Testing Loss: 0.791, Training Acc: 1.000, Testing Acc: 0.672
[Epoch:  97/100] Training Loss: 0.000, Testing Loss: 0.793, Training Acc: 1.000, Testing Acc: 0.671
[Epoch:  98/100] Training Loss: 0.000, Testing Loss: 0.796, Training Acc: 1.000, Testing Acc: 0.671
[Epoch:  99/100] Training Loss: 0.000, Testing Loss: 0.798, Training Acc: 1.000, Testing Acc: 0.672

(Increase embedding)
5.lr = 0.01; epochs 30; embedding_dim = 200; hidden_dim = 50; sentence_len = 16; SGD; CrossEntropy; batch_size 4
[Epoch:   0/100] Training Loss: 0.173, Testing Loss: 0.174, Training Acc: 0.506, Testing Acc: 0.509
[Epoch:   1/100] Training Loss: 0.173, Testing Loss: 0.174, Training Acc: 0.532, Testing Acc: 0.520
[Epoch:   2/100] Training Loss: 0.172, Testing Loss: 0.173, Training Acc: 0.549, Testing Acc: 0.522
[Epoch:   3/100] Training Loss: 0.170, Testing Loss: 0.174, Training Acc: 0.563, Testing Acc: 0.536
[Epoch:   4/100] Training Loss: 0.168, Testing Loss: 0.173, Training Acc: 0.575, Testing Acc: 0.541
[Epoch:   5/100] Training Loss: 0.165, Testing Loss: 0.173, Training Acc: 0.603, Testing Acc: 0.563
[Epoch:   6/100] Training Loss: 0.161, Testing Loss: 0.172, Training Acc: 0.626, Testing Acc: 0.576
[Epoch:   7/100] Training Loss: 0.156, Testing Loss: 0.171, Training Acc: 0.651, Testing Acc: 0.582
[Epoch:   8/100] Training Loss: 0.149, Testing Loss: 0.173, Training Acc: 0.684, Testing Acc: 0.590
[Epoch:   9/100] Training Loss: 0.141, Testing Loss: 0.171, Training Acc: 0.714, Testing Acc: 0.593
[Epoch:  10/100] Training Loss: 0.131, Testing Loss: 0.170, Training Acc: 0.741, Testing Acc: 0.616
[Epoch:  11/100] Training Loss: 0.120, Testing Loss: 0.179, Training Acc: 0.771, Testing Acc: 0.610
[Epoch:  12/100] Training Loss: 0.108, Testing Loss: 0.181, Training Acc: 0.803, Testing Acc: 0.637
[Epoch:  13/100] Training Loss: 0.095, Testing Loss: 0.187, Training Acc: 0.836, Testing Acc: 0.644
[Epoch:  14/100] Training Loss: 0.082, Testing Loss: 0.193, Training Acc: 0.862, Testing Acc: 0.647
[Epoch:  15/100] Training Loss: 0.070, Testing Loss: 0.199, Training Acc: 0.889, Testing Acc: 0.649
[Epoch:  16/100] Training Loss: 0.058, Testing Loss: 0.213, Training Acc: 0.913, Testing Acc: 0.659
[Epoch:  17/100] Training Loss: 0.048, Testing Loss: 0.233, Training Acc: 0.935, Testing Acc: 0.643
[Epoch:  18/100] Training Loss: 0.038, Testing Loss: 0.243, Training Acc: 0.953, Testing Acc: 0.659
[Epoch:  19/100] Training Loss: 0.029, Testing Loss: 0.241, Training Acc: 0.966, Testing Acc: 0.673
[Epoch:  20/100] Training Loss: 0.023, Testing Loss: 0.270, Training Acc: 0.978, Testing Acc: 0.662
[Epoch:  21/100] Training Loss: 0.017, Testing Loss: 0.293, Training Acc: 0.987, Testing Acc: 0.674
[Epoch:  22/100] Training Loss: 0.013, Testing Loss: 0.319, Training Acc: 0.990, Testing Acc: 0.657
[Epoch:  23/100] Training Loss: 0.010, Testing Loss: 0.311, Training Acc: 0.993, Testing Acc: 0.672
[Epoch:  24/100] Training Loss: 0.009, Testing Loss: 0.334, Training Acc: 0.995, Testing Acc: 0.668
[Epoch:  25/100] Training Loss: 0.006, Testing Loss: 0.352, Training Acc: 0.997, Testing Acc: 0.672
[Epoch:  26/100] Training Loss: 0.005, Testing Loss: 0.345, Training Acc: 0.998, Testing Acc: 0.681
[Epoch:  27/100] Training Loss: 0.004, Testing Loss: 0.376, Training Acc: 0.998, Testing Acc: 0.663
[Epoch:  28/100] Training Loss: 0.002, Testing Loss: 0.414, Training Acc: 1.000, Testing Acc: 0.669
[Epoch:  29/100] Training Loss: 0.002, Testing Loss: 0.443, Training Acc: 1.000, Testing Acc: 0.672
[Epoch:  30/100] Training Loss: 0.001, Testing Loss: 0.459, Training Acc: 1.000, Testing Acc: 0.666
[Epoch:  31/100] Training Loss: 0.001, Testing Loss: 0.481, Training Acc: 1.000, Testing Acc: 0.667
[Epoch:  32/100] Training Loss: 0.001, Testing Loss: 0.494, Training Acc: 1.000, Testing Acc: 0.668
[Epoch:  33/100] Training Loss: 0.001, Testing Loss: 0.507, Training Acc: 1.000, Testing Acc: 0.673
[Epoch:  34/100] Training Loss: 0.001, Testing Loss: 0.522, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  35/100] Training Loss: 0.002, Testing Loss: 0.393, Training Acc: 0.999, Testing Acc: 0.676
[Epoch:  36/100] Training Loss: 0.009, Testing Loss: 0.371, Training Acc: 0.991, Testing Acc: 0.676
[Epoch:  37/100] Training Loss: 0.007, Testing Loss: 0.406, Training Acc: 0.994, Testing Acc: 0.663
[Epoch:  38/100] Training Loss: 0.004, Testing Loss: 0.376, Training Acc: 0.997, Testing Acc: 0.666
[Epoch:  39/100] Training Loss: 0.003, Testing Loss: 0.398, Training Acc: 0.999, Testing Acc: 0.679
[Epoch:  40/100] Training Loss: 0.001, Testing Loss: 0.415, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  41/100] Training Loss: 0.001, Testing Loss: 0.446, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  42/100] Training Loss: 0.001, Testing Loss: 0.465, Training Acc: 1.000, Testing Acc: 0.683
[Epoch:  43/100] Training Loss: 0.000, Testing Loss: 0.477, Training Acc: 1.000, Testing Acc: 0.681
[Epoch:  44/100] Training Loss: 0.000, Testing Loss: 0.488, Training Acc: 1.000, Testing Acc: 0.684
[Epoch:  45/100] Training Loss: 0.000, Testing Loss: 0.498, Training Acc: 1.000, Testing Acc: 0.681
[Epoch:  46/100] Training Loss: 0.000, Testing Loss: 0.505, Training Acc: 1.000, Testing Acc: 0.682
[Epoch:  47/100] Training Loss: 0.000, Testing Loss: 0.513, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  48/100] Training Loss: 0.000, Testing Loss: 0.518, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  49/100] Training Loss: 0.000, Testing Loss: 0.525, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  50/100] Training Loss: 0.000, Testing Loss: 0.531, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  51/100] Training Loss: 0.000, Testing Loss: 0.536, Training Acc: 1.000, Testing Acc: 0.681
[Epoch:  52/100] Training Loss: 0.000, Testing Loss: 0.540, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  53/100] Training Loss: 0.000, Testing Loss: 0.544, Training Acc: 1.000, Testing Acc: 0.682
[Epoch:  54/100] Training Loss: 0.000, Testing Loss: 0.548, Training Acc: 1.000, Testing Acc: 0.682
[Epoch:  55/100] Training Loss: 0.000, Testing Loss: 0.552, Training Acc: 1.000, Testing Acc: 0.684
[Epoch:  56/100] Training Loss: 0.000, Testing Loss: 0.555, Training Acc: 1.000, Testing Acc: 0.685
[Epoch:  57/100] Training Loss: 0.000, Testing Loss: 0.558, Training Acc: 1.000, Testing Acc: 0.685
[Epoch:  58/100] Training Loss: 0.000, Testing Loss: 0.561, Training Acc: 1.000, Testing Acc: 0.685
[Epoch:  59/100] Training Loss: 0.000, Testing Loss: 0.565, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  60/100] Training Loss: 0.000, Testing Loss: 0.567, Training Acc: 1.000, Testing Acc: 0.683
[Epoch:  61/100] Training Loss: 0.000, Testing Loss: 0.571, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  62/100] Training Loss: 0.000, Testing Loss: 0.573, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  63/100] Training Loss: 0.000, Testing Loss: 0.576, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  64/100] Training Loss: 0.000, Testing Loss: 0.579, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  65/100] Training Loss: 0.000, Testing Loss: 0.581, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  66/100] Training Loss: 0.000, Testing Loss: 0.584, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  67/100] Training Loss: 0.000, Testing Loss: 0.586, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  68/100] Training Loss: 0.000, Testing Loss: 0.589, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  69/100] Training Loss: 0.000, Testing Loss: 0.591, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  70/100] Training Loss: 0.000, Testing Loss: 0.594, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  71/100] Training Loss: 0.000, Testing Loss: 0.596, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  72/100] Training Loss: 0.000, Testing Loss: 0.598, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  73/100] Training Loss: 0.000, Testing Loss: 0.600, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  74/100] Training Loss: 0.000, Testing Loss: 0.602, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  75/100] Training Loss: 0.000, Testing Loss: 0.604, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  76/100] Training Loss: 0.000, Testing Loss: 0.606, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  77/100] Training Loss: 0.000, Testing Loss: 0.608, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  78/100] Training Loss: 0.000, Testing Loss: 0.610, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  79/100] Training Loss: 0.000, Testing Loss: 0.612, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  80/100] Training Loss: 0.000, Testing Loss: 0.614, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  81/100] Training Loss: 0.000, Testing Loss: 0.615, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  82/100] Training Loss: 0.000, Testing Loss: 0.617, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  83/100] Training Loss: 0.000, Testing Loss: 0.619, Training Acc: 1.000, Testing Acc: 0.685
[Epoch:  84/100] Training Loss: 0.000, Testing Loss: 0.621, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  85/100] Training Loss: 0.000, Testing Loss: 0.622, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  86/100] Training Loss: 0.000, Testing Loss: 0.624, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  87/100] Training Loss: 0.000, Testing Loss: 0.625, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  88/100] Training Loss: 0.000, Testing Loss: 0.627, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  89/100] Training Loss: 0.000, Testing Loss: 0.629, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  90/100] Training Loss: 0.000, Testing Loss: 0.630, Training Acc: 1.000, Testing Acc: 0.685
[Epoch:  91/100] Training Loss: 0.000, Testing Loss: 0.632, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  92/100] Training Loss: 0.000, Testing Loss: 0.633, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  93/100] Training Loss: 0.000, Testing Loss: 0.635, Training Acc: 1.000, Testing Acc: 0.686
