[Epoch:   0/100] Training Loss: 0.173, Testing Loss: 0.174, Training Acc: 0.506, Testing Acc: 0.509
[Epoch:  55/100] Training Loss: 0.000, Testing Loss: 0.552, Training Acc: 1.000, Testing Acc: 0.684
[Epoch:  56/100] Training Loss: 0.000, Testing Loss: 0.555, Training Acc: 1.000, Testing Acc: 0.685
[Epoch:  57/100] Training Loss: 0.000, Testing Loss: 0.558, Training Acc: 1.000, Testing Acc: 0.685
[Epoch:  58/100] Training Loss: 0.000, Testing Loss: 0.561, Training Acc: 1.000, Testing Acc: 0.685
[Epoch:  59/100] Training Loss: 0.000, Testing Loss: 0.565, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  60/100] Training Loss: 0.000, Testing Loss: 0.567, Training Acc: 1.000, Testing Acc: 0.683
[Epoch:  61/100] Training Loss: 0.000, Testing Loss: 0.571, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  62/100] Training Loss: 0.000, Testing Loss: 0.573, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  63/100] Training Loss: 0.000, Testing Loss: 0.576, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  64/100] Training Loss: 0.000, Testing Loss: 0.579, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  65/100] Training Loss: 0.000, Testing Loss: 0.581, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  66/100] Training Loss: 0.000, Testing Loss: 0.584, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  67/100] Training Loss: 0.000, Testing Loss: 0.586, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  68/100] Training Loss: 0.000, Testing Loss: 0.589, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  69/100] Training Loss: 0.000, Testing Loss: 0.591, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  70/100] Training Loss: 0.000, Testing Loss: 0.594, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  71/100] Training Loss: 0.000, Testing Loss: 0.596, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  72/100] Training Loss: 0.000, Testing Loss: 0.598, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  73/100] Training Loss: 0.000, Testing Loss: 0.600, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  74/100] Training Loss: 0.000, Testing Loss: 0.602, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  75/100] Training Loss: 0.000, Testing Loss: 0.604, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  76/100] Training Loss: 0.000, Testing Loss: 0.606, Training Acc: 1.000, Testing Acc: 0.689
[Epoch:  77/100] Training Loss: 0.000, Testing Loss: 0.608, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  78/100] Training Loss: 0.000, Testing Loss: 0.610, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  79/100] Training Loss: 0.000, Testing Loss: 0.612, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  80/100] Training Loss: 0.000, Testing Loss: 0.614, Training Acc: 1.000, Testing Acc: 0.688
[Epoch:  81/100] Training Loss: 0.000, Testing Loss: 0.615, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  82/100] Training Loss: 0.000, Testing Loss: 0.617, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  83/100] Training Loss: 0.000, Testing Loss: 0.619, Training Acc: 1.000, Testing Acc: 0.685
[Epoch:  84/100] Training Loss: 0.000, Testing Loss: 0.621, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  85/100] Training Loss: 0.000, Testing Loss: 0.622, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  86/100] Training Loss: 0.000, Testing Loss: 0.624, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  87/100] Training Loss: 0.000, Testing Loss: 0.625, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  88/100] Training Loss: 0.000, Testing Loss: 0.627, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  89/100] Training Loss: 0.000, Testing Loss: 0.629, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  90/100] Training Loss: 0.000, Testing Loss: 0.630, Training Acc: 1.000, Testing Acc: 0.685
[Epoch:  91/100] Training Loss: 0.000, Testing Loss: 0.632, Training Acc: 1.000, Testing Acc: 0.687
[Epoch:  92/100] Training Loss: 0.000, Testing Loss: 0.633, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  93/100] Training Loss: 0.000, Testing Loss: 0.635, Training Acc: 1.000, Testing Acc: 0.686
[Epoch:  94/100] Training Loss: 0.000, Testing Loss: 0.636, Training Acc: 1.000, Testing Acc: 0.685
[Epoch:  95/100] Training Loss: 0.000, Testing Loss: 0.638, Training Acc: 1.000, Testing Acc: 0.684
[Epoch:  96/100] Training Loss: 0.000, Testing Loss: 0.639, Training Acc: 1.000, Testing Acc: 0.682
[Epoch:  97/100] Training Loss: 0.000, Testing Loss: 0.640, Training Acc: 1.000, Testing Acc: 0.682
[Epoch:  98/100] Training Loss: 0.000, Testing Loss: 0.642, Training Acc: 1.000, Testing Acc: 0.683
[Epoch:  99/100] Training Loss: 0.000, Testing Loss: 0.643, Training Acc: 1.000, Testing Acc: 0.683
